epoch,flightNo,id,cosparLaunchNo,failure
2015-09-25T01:40:48+00:00,Y1,5003,2015-051,False
2015-09-28T04:33:36+00:00,PSLV-C30,5004,2015-052,False
2015-09-29T23:16:48+00:00,Y33,5063,2015-053,False
2015-09-30T16:33:35+00:00,VA226 (580),5064,2015-054,False
2015-10-01T16:47:59+00:00,G 15000-146 146,5005,2015-055,False
2015-10-02T10:33:36+00:00,AV-059,4843,2015-056,False
2015-10-07T04:19:12+00:00,Y37,4844,2015-057,False
2015-10-08T12:43:12+00:00,AV-058,5212,2015-058,False
2015-10-16T16:19:12+00:00,Y36,4805,2015-059,False
2015-10-16T20:38:24+00:00,935-56/99557,4845,2015-060,False
2015-10-26T07:11:59+00:00,Y26,5142,2015-061,False
2015-10-31T16:19:12+00:00,AV-060,5065,2015-062,False
2015-11-03T16:19:12+00:00,Y34,5006,2015-063,False
2015-11-04T03:50:24+00:00,1,5284,2015-F03,True
2015-11-08T07:11:59+00:00,Y24,5007,2015-064,False
2015-11-10T21:36:00+00:00,VA227 (581),5143,2015-065,False
2015-11-17T06:28:48+00:00,760-12- 227 015/1033,4806,2015-066,False
2015-11-20T16:04:48+00:00,Y38,4835,2015-067,False
2015-11-24T06:43:12+00:00,H-IIA-29,4846,2015-068,False
2015-11-26T21:21:35+00:00,Y8,5008,2015-069,False
2015-12-03T04:04:48+00:00,VV06,4847,2015-070,False
2015-12-05T14:09:36+00:00,780-31- 001 001/002,5066,2015-071,False
2015-12-06T21:50:23+00:00,AV-061,4807,2015-072,False
2015-12-09T16:47:59+00:00,Y31,5067,2015-073,False
2015-12-11T13:40:48+00:00,SLB80.4/402/2004,5111,2015-074,False
2015-12-13T00:14:23+00:00,535-44/88533,4808,2015-075,False
2015-12-15T11:02:24+00:00,G 15000-055 055,4809,2015-076,False
2015-12-16T12:28:48+00:00,PSLV-C29,5009,2015-077,False
2015-12-17T00:14:23+00:00,Y31,5011,2015-078,False
2015-12-17T11:45:36+00:00,R 15000-010/133-04,5010,2015-079,False
2015-12-21T08:38:24+00:00,R 15000-026 026,5112,2015-080,False
2015-12-22T01:26:24+00:00,021/B1019,4848,2015-081,False
2015-12-24T21:36:00+00:00,935-57/99559,4849,2015-082,False
2015-12-28T16:04:48+00:00,Y37,4850,2015-083,False
2016-01-15T17:02:24+00:00,Y29,5239,2016-001,False
2016-01-17T18:43:12+00:00,019/B1017,4810,2016-002,False
2016-01-20T04:04:48+00:00,PSLV-C31,4851,2016-003,False
2016-01-27T23:16:48+00:00,VA228 (583),4852,2016-004,False
2016-01-29T22:19:12+00:00,935-58/99558,5012,2016-005,False
2016-02-01T07:26:24+00:00,Y14,5013,2016-006,False
2016-02-05T13:40:48+00:00,AV-057,4811,2016-007,False
2016-02-07T00:14:24+00:00,G 15000-030/112-03,5069,2016-008,False
2016-02-07T00:28:48+00:00,5,5068,2016-009,False
2016-02-10T11:45:36+00:00,D4-31 (373),5175,2016-010,False
2016-02-16T18:00:00+00:00,492-9794-553/72525,5113,2016-011,False
2016-02-17T08:38:24+00:00,H-IIA-30,4853,2016-012,False
2016-03-04T23:31:12+00:00,022/B1020,5070,2016-013,False
2016-03-09T05:16:48+00:00,VA229 (582),5173,2016-014,False
2016-03-10T10:33:36+00:00,PSLV-C32,5174,2016-015,False
2016-03-13T18:57:36+00:00,T 15000-016 016,5114,2016-016,False
2016-03-14T09:36:00+00:00,935-60/99560,5144,2016-017,False
2016-03-18T21:21:36+00:00,R 15000-057 057,4812,2016-018,False
2016-03-23T03:07:12+00:00,AV-064,5014,2016-019,False
2016-03-24T09:36:00+00:00,760-58- 161,5015,2016-020,False
2016-03-29T20:09:36+00:00,Y26,4813,2016-021,False
2016-03-31T16:19:12+00:00,R 15000-023,4902,2016-022,False
2016-04-05T17:31:12+00:00,Y36,5016,2016-023,False
2016-04-08T20:38:24+00:00,023/B1021,4814,2016-024,False
2016-04-25T21:07:12+00:00,R 15000-005/133-08,4854,2016-025,False
2016-04-28T01:55:12+00:00,R 15000-001 001/006,5116,2016-026,False
2016-04-28T07:26:24+00:00,PSLV-C33,5115,2016-027,False
2016-05-06T05:16:48+00:00,024/B1022,5117,2016-028,False
2016-05-15T02:38:24+00:00,Y27,4855,2016-029,False
2016-05-24T08:52:48+00:00,R 15000-011/133-05,5017,2016-030,False
2016-05-27T21:36:00+00:00,025/B1023,5018,2016-031,False
2016-05-29T08:38:24+00:00,G 15000-027/112-04,4856,2016-032,False
2016-05-30T03:21:36+00:00,Y33,4857,2016-033,False
2016-06-04T13:55:12+00:00,492-6391-834/72527,4815,2016-034,False
2016-06-09T07:12:00+00:00,937-01/99570,4816,2016-035,False
2016-06-11T17:45:36+00:00,D4-32 (374),5145,2016-036,False
2016-06-12T15:36:00+00:00,Y15,4817,2016-037,False
2016-06-15T14:24:00+00:00,026/B1024,5213,2016-038,False
2016-06-18T21:36:00+00:00,VA230 (584),4818,2016-039,False
2016-06-22T03:50:24+00:00,PSLV-C34,4819,2016-040,False
2016-06-24T14:24:00+00:00,AV-063,4858,2016-041,False
2016-06-25T12:00:00+00:00,Y1,4859,2016-042,False
2016-06-29T03:21:36+00:00,Y35,5176,2016-043,False
2016-07-07T01:40:48+00:00,R 15000-056 056,5071,2016-044,False
2016-07-16T21:36:00+00:00,G 15000-147 147,5072,2016-045,False
2016-07-18T04:48:00+00:00,027/B1025,4860,2016-046,False
2016-07-28T12:43:12+00:00,AV-065,4863,2016-047,False
2016-08-05T16:19:12+00:00,Y35,4861,2016-048,False
2016-08-09T22:48:00+00:00,Y19,4862,2016-049,False
2016-08-14T05:31:12+00:00,028/B1026,5147,2016-050,False
2016-08-15T17:45:36+00:00,Y32,5146,2016-051,False
2016-08-19T04:48:00+00:00,D4-33/D375,4864,2016-052,False
2016-08-24T22:19:12+00:00,VA232 (586),5214,2016-053,False
2016-08-31T18:57:36+00:00,Y22,5367,2016-F01,True
2016-09-08T11:16:48+00:00,GSLV-F05,4820,2016-054,False
2016-09-08T23:02:24+00:00,AV-067,5019,2016-055,False
2016-09-13T14:38:24+00:00,10,5020,2016-056,False
2016-09-15T14:09:36+00:00,T2,4821,2016-057,False
2016-09-16T01:40:48+00:00,VV07,5148,2016-058,False
2016-09-26T03:36:00+00:00,PSLV-C35,4865,2016-059,False
2016-10-05T20:24:00+00:00,VA231 (585),5073,2016-060,False
2016-10-16T23:31:12+00:00,Y11,4822,2016-061,False
2016-10-17T23:45:36+00:00,2TRS2S1.7  (6),5021,2016-062,False
2016-10-19T08:09:36+00:00,R 15000-059,4866,2016-063,False
2016-11-02T06:14:24+00:00,H-IIA-31,5022,2016-064,False
2016-11-03T12:43:12+00:00,Y1,4867,2016-065,False
2016-11-09T23:45:36+00:00,Y2,5149,2016-066,False
2016-11-11T18:28:48+00:00,AV-062,4868,2016-067,False
2016-11-11T23:16:48+00:00,Y34,5177,2016-068,False
2016-11-17T13:12:00+00:00,VA233 (594),4869,2016-069,False
2016-11-17T20:24:00+00:00,R 15000-060 060,4870,2016-070,False
2016-11-19T23:45:36+00:00,AV-069,4871,2016-071,False
2016-11-22T15:21:36+00:00,Y13,4823,2016-072,False
2016-12-01T14:52:48+00:00,P 15000-148 148,5683,2016-F02,True
2016-12-05T13:55:12+00:00,VV08,5607,2016-073,False
2016-12-07T04:48:00+00:00,PSLV-C36,5609,2016-074,False
2016-12-07T23:45:36+00:00,D4-34 (376),5659,2016-075,False
2016-12-09T13:26:24+00:00,H-IIB-F6,5611,2016-076,False
2016-12-10T16:04:48+00:00,Y42,5615,2016-077,False
2016-12-15T13:40:48+00:00,F43,5610,2016-078,False
2016-12-18T19:12:00+00:00,AV-071,5616,2016-079,False
2016-12-20T11:02:24+00:00,E-2,5612,2016-080,False
2016-12-21T19:26:24+00:00,Y33,5613,2016-081,False
2016-12-21T20:24:00+00:00,VA234 (587),5614,2016-082,False
2016-12-28T03:21:36+00:00,Y39,5618,2016-083,False
2017-01-05T15:21:36+00:00,Y39,5668,2017-001,False
2017-01-09T04:04:48+00:00,Y1,5619,2017-002,False
2017-01-14T18:00:00+00:00,030/B1029,5620,2017-003,False
2017-01-14T23:31:12+00:00,SS-520-4,5608,2017-F01,True
2017-01-21T00:43:12+00:00,AV-066,5660,2017-004,False
2017-01-24T07:40:48+00:00,H-IIA-32,5661,2017-005,False
2017-01-28T00:57:36+00:00,R 15000-012/133-07,5621,2017-006,False
2017-02-14T21:36:00+00:00,VA235 (588),5622,2017-007,False
2017-02-15T04:04:48+00:00,PSLV-C37,5623,2017-008,False
2017-02-19T14:38:24+00:00,031/B1031,5624,2017-009,False
2017-02-22T06:00:00+00:00,T 15000-145,5625,2017-010,False
2017-03-01T17:45:36+00:00,AV-068,5669,2017-011,False
2017-03-03T00:00:00+00:00,Y1,5626,2017-012,False
2017-03-07T01:55:12+00:00,VV09,5627,2017-013,False
2017-03-16T06:00:00+00:00,032/B1030,5628,2017-014,False
2017-03-17T01:26:24+00:00,H-IIA-33,5686,2017-015,False
2017-03-19T00:14:24+00:00,D4-35/D377,5687,2017-016,False
2017-03-30T22:33:36+00:00,033/B1021.2,5670,2017-017,False
2017-04-12T11:02:24+00:00,Y43,5671,2017-018,False
2017-04-18T15:07:12+00:00,AV-070,5672,2017-019,False
2017-04-20T07:12:00+00:00,U 15000-065,5674,2017-020,False
2017-04-20T11:45:36+00:00,Y2,5673,2017-021,False
2017-05-01T11:16:48+00:00,034/B1032,5695,2017-022,False
2017-05-04T21:50:24+00:00,VA236 (589),5675,2017-023,False
2017-05-05T11:31:12+00:00,GSLV-F09,5677,2017-024,False
2017-05-15T23:16:48+00:00,034/B1034,5684,2017-025,False
2017-05-18T12:00:00+00:00,R 15000-007/133-09,5685,2017-026,False
2017-05-25T04:19:12+00:00,1,5701,2017-F02,True
2017-05-25T06:28:48+00:00,780-72- 183/111-301,5688,2017-027,False
2017-06-01T00:14:24+00:00,H-IIA-34,5689,2017-028,False
2017-06-01T23:45:36+00:00,VA237 (590),5690,2017-029,False
2017-06-03T21:07:12+00:00,036/B1035,5691,2017-030,False
2017-06-05T12:00:00+00:00,LVM3-D1,5692,2017-031,False
2017-06-08T03:50:24+00:00,935-61/99571,5693,2017-032,False
2017-06-14T09:21:36+00:00,U 15000-028,5702,2017-033,False
2017-06-15T02:52:48+00:00,Y31,5703,2017-034,False
2017-06-18T16:04:48+00:00,Y28,5704,2017-035,False
2017-06-23T04:04:48+00:00,PSLV-C38,5705,2017-036,False
2017-06-23T18:00:00+00:00,780-72- 003,5706,2017-037,False
2017-06-23T19:12:00+00:00,037/B1029.2,5707,2017-038,False
2017-06-25T20:24:00+00:00,038/B1036,5708,2017-039,False
2017-06-28T21:21:36+00:00,VA238 (591),5709,2017-040,False
2017-07-02T11:16:48+00:00,Y2,5719,2017-F03,True
2017-07-05T23:31:12+00:00,039/B1037,5710,2017-041,False
2017-07-14T06:43:12+00:00,T 15000-018/122-02,5711,2017-042,False
2017-07-27T09:36:00+00:00,2,5791,2017-F04,True
2017-07-28T15:36:00+00:00,R 15000-058,5712,2017-043,False
2017-08-02T01:55:12+00:00,VV10,5758,2017-044,False
2017-08-14T16:33:36+00:00,040/B1039,5720,2017-045,False
2017-08-16T22:04:48+00:00,935-59/99562,5721,2017-046,False
2017-08-18T12:28:48+00:00,AV-074,5722,2017-047,False
2017-08-19T05:31:12+00:00,H-IIA-35,5763,2017-048,False
2017-08-24T18:57:36+00:00,041/B1038,5755,2017-049,False
2017-08-26T06:00:00+00:00,6,5756,2017-050,False
2017-08-31T13:26:24+00:00,PSLV-C39,5759,2017-051,False
2017-09-07T13:55:12+00:00,042/B1040,5781,2017-052,False
2017-09-11T19:26:24+00:00,935-65/99561,5760,2017-053,False
2017-09-12T21:21:36+00:00,U 15000-063,5761,2017-054,False
2017-09-22T00:00:00+00:00,U 15000-039/112-05,5764,2017-055,False
2017-09-24T05:45:36+00:00,AV-072,5782,2017-056,False
2017-09-28T18:57:36+00:00,937-02/99572,5766,2017-057,False
2017-09-29T04:19:12+00:00,Y29,5767,2017-058,False
2017-09-29T21:50:24+00:00,VA239 (5100),5768,2017-059,False
2017-10-09T04:19:12+00:00,Y30,5769,2017-060,False
2017-10-09T12:43:12+00:00,043/B1041,5770,2017-061,False
2017-10-09T22:04:48+00:00,H-IIA-36,5771,2017-062,False
2017-10-11T22:48:00+00:00,044/B1031.2,5772,2017-063,False
2017-10-13T09:21:36+00:00,511-1992-009P/72528,5773,2017-064,False
2017-10-14T08:52:48+00:00,U 15000-029,5774,2017-065,False
2017-10-15T07:26:24+00:00,AV-075,5789,2017-066,False
2017-10-30T19:40:48+00:00,045/B1042,5790,2017-067,False
2017-10-31T21:36:00+00:00,T10 (XL),5776,2017-068,False
2017-11-05T11:45:36+00:00,Y46,5777,2017-069,False
2017-11-08T01:40:48+00:00,VV11,5778,2017-070,False
2017-11-12T12:14:24+00:00,2TRS2S1.8  (7),5783,2017-071,False
2017-11-14T18:28:48+00:00,Y21,5784,2017-072,False
2017-11-18T09:50:24+00:00,D378,5785,2017-073,False
2017-11-21T04:48:00+00:00,Y2,5792,2017-074,False
2017-11-24T18:14:24+00:00,Y33,5793,2017-075,False
2017-11-28T05:45:36+00:00,N 15000-001/122-01,5804,2017-F05,True
2017-12-02T10:48:00+00:00,770-69- 203,5794,2017-076,False
2017-12-03T04:04:48+00:00,Y47,5795,2017-077,False
2017-12-10T16:33:36+00:00,Y40,5796,2017-078,False
2017-12-12T18:43:12+00:00,VA240 (595),5797,2017-079,False
2017-12-15T15:36:00+00:00,046/B1035.2,5798,2017-080,False
2017-12-17T07:26:24+00:00,R 15000-061,5799,2017-081,False
2017-12-23T01:26:24+00:00,H-IIA-37,5807,2017-082,False
2017-12-23T01:26:24+00:00,047/B1036.2,5805,2017-083,False
2017-12-23T04:19:12+00:00,Y48,5806,2017-084,False
2017-12-25T19:40:48+00:00,Y34,5808,2017-085,False
2017-12-26T18:57:36+00:00,SLB80.5/2006,5809,2017-086,False
2018-01-08T00:57:36+00:00,048/B1043,5811,2018-001,False
2018-01-09T03:21:36+00:00,Y40,5810,2018-002,False
2018-01-11T23:16:48+00:00,Y45,5812,2018-003,False
2018-01-12T04:04:48+00:00,PSLV-C40,5813,2018-004,False
2018-01-12T22:04:48+00:00,D4-36/D379,5883,2018-005,False
2018-01-13T07:12:00+00:00,Y49,5814,2018-006,False
2018-01-17T21:07:12+00:00,E-3,5847,2018-007,False
2018-01-19T04:19:12+00:00,Y3,5848,2018-008,False
2018-01-20T00:43:12+00:00,AV-076,5884,2018-009,False
2018-01-21T01:40:48+00:00,2,5849,2018-010,False
2018-01-25T05:45:36+00:00,Y36,5850,2018-011,False
2018-01-25T22:19:12+00:00,VA241 (5101),5851,2018-012,False
2018-01-31T21:21:36+00:00,049/B1032.2,5885,2018-013,False
2018-02-01T02:09:36+00:00,N 15000-002/122-03,5852,2018-014,False
2018-02-02T07:55:12+00:00,Y13,5853,2018-015,False
2018-02-03T05:02:24+00:00,SS-520-5,5854,2018-016,False
2018-02-06T20:38:24+00:00,001/B1033.1,5855,2018-017,False
2018-02-12T05:02:24+00:00,Y47,5856,2018-018,False
2018-02-13T08:09:36+00:00,U 15000-030,5857,2018-019,False
2018-02-22T14:24:00+00:00,050/B1038.2,5858,2018-020,False
2018-02-27T04:33:36+00:00,H-IIA-38,5888,2018-021,False
2018-03-01T22:04:48+00:00,AV-077,5859,2018-022,False
2018-03-06T05:31:12+00:00,051/B1044,5860,2018-023,False
2018-03-09T17:16:48+00:00,R 15000-013/133-06,5861,2018-024,False
2018-03-17T07:12:00+00:00,Y50,5886,2018-025,False
2018-03-21T17:45:36+00:00,N 15000-066,5887,2018-026,False
2018-03-29T11:31:12+00:00,GSLV-F08,5889,2018-027,False
2018-03-29T17:45:36+00:00,780-72- 005,5890,2018-028,False
2018-03-29T18:00:00+00:00,Y48,5891,2018-029,False
2018-03-30T14:09:36+00:00,052/B1041.2,5892,2018-030,False
2018-03-31T03:21:36+00:00,Y26,5893,2018-031,False
2018-04-02T20:24:00+00:00,053/B1039.2,5894,2018-032,False
2018-04-05T21:36:00+00:00,VA242 (5102),5895,2018-033,False
2018-04-10T04:19:12+00:00,Y25,5896,2018-034,False
2018-04-11T22:33:36+00:00,PSLV-C41,5897,2018-035,False
2018-04-14T23:16:48+00:00,AV-079,5983,2018-036,False
2018-04-18T22:19:12+00:00,935-62/99563,5898,2018-037,False
2018-04-18T22:48:00+00:00,054/B1045,5984,2018-038,False
2018-04-25T18:00:00+00:00,492-1992-010P/72523,5931,2018-039,False
2018-04-26T04:48:00+00:00,Y4,5932,2018-040,False
2018-05-03T16:04:48+00:00,Y55,5965,2018-041,False
2018-05-05T11:02:24+00:00,AV-078,5966,2018-042,False
2018-05-08T18:28:48+00:00,Y20,5967,2018-043,False
2018-05-11T20:09:36+00:00,055/B1046,5985,2018-044,False
2018-05-20T21:36:00+00:00,Y27,5986,2018-045,False
2018-05-21T08:38:24+00:00,2TRS2S1.6  (8),5987,2018-046,False
2018-05-22T19:40:48+00:00,056/B1043.2,5988,2018-047,False
2018-06-02T04:19:12+00:00,Y20,5989,2018-048,False
2018-06-04T04:48:00+00:00,057/B1040.2,5990,2018-049,False
2018-06-05T13:12:00+00:00,Y25,5991,2018-050,False
2018-06-06T11:16:48+00:00,U 15000-064,5992,2018-051,False
2018-06-12T04:19:12+00:00,H-IIA-39,6004,2018-052,False
2018-06-16T21:50:24+00:00,L 15000-020/112-06,5993,2018-053,False
2018-06-27T03:36:00+00:00,Y44,5994,2018-054,False
2018-06-29T09:36:00+00:00,058/B1045.2,5995,2018-055,False
2018-07-09T03:50:24+00:00,Y3,5996,2018-056,False
2018-07-09T20:52:48+00:00,Y27,5997,2018-057,False
2018-07-09T21:50:24+00:00,N 15000-033,6015,2018-058,False
2018-07-22T05:45:36+00:00,059/B1047,6005,2018-059,False
2018-07-25T11:31:12+00:00,VA244 (596),6007,2018-060,False
2018-07-25T11:45:36+00:00,060/B1048,6006,2018-061,False
2018-07-29T01:55:12+00:00,Y49,6008,2018-062,False
2018-07-31T03:07:12+00:00,Y37,6009,2018-063,False
2018-08-07T05:16:48+00:00,061/B1046.2,6010,2018-064,False
2018-08-12T07:26:24+00:00,D4-37/D380,6022,2018-065,False
2018-08-22T21:21:36+00:00,VV12,6016,2018-066,False
2018-08-24T23:45:36+00:00,Y50,6017,2018-067,False
2018-09-07T03:21:36+00:00,Y39,6018,2018-068,False
2018-09-10T04:48:00+00:00,062/B1049,6019,2018-069,False
2018-09-15T12:57:36+00:00,D381,6020,2018-070,False
2018-09-16T16:33:36+00:00,PSLV-C42,6021,2018-071,False
2018-09-19T14:09:36+00:00,Y51,6023,2018-072,False
2018-09-22T17:45:36+00:00,H-IIB-F7,6024,2018-073,False
2018-09-25T22:33:36+00:00,VA243 (5103),6025,2018-074,False
2018-09-29T04:19:12+00:00,Y8,6026,2018-075,False
2018-10-08T02:24:00+00:00,063/B1048.2,6027,2018-076,False
2018-10-09T02:38:24+00:00,Y38,6029,2018-077,False
2018-10-11T08:38:24+00:00,U 15000-062,6047,2018-F01,True
2018-10-15T04:19:12+00:00,Y52,6028,2018-078,False
2018-10-17T04:19:12+00:00,AV-073,6045,2018-079,False
2018-10-20T01:40:48+00:00,VA245 (5105),6046,2018-080,False
2018-10-24T23:02:24+00:00,Y34,6030,2018-081,False
2018-10-25T00:14:24+00:00,780-31- 216,6031,2018-082,False
2018-10-27T07:55:12+00:00,None,6048,2018-F02,True
2018-10-29T00:43:12+00:00,Y22,6032,2018-083,False
2018-10-29T04:04:48+00:00,H-IIA-40,6033,2018-084,False
2018-11-01T15:50:24+00:00,Y41,6034,2018-085,False
2018-11-03T20:24:00+00:00,R 15000-036/112-08,6035,2018-086,False
2018-11-07T00:43:12+00:00,U 15000-014/133-14,6036,2018-087,False
2018-11-11T03:50:24+00:00,3,6037,2018-088,False
2018-11-14T11:31:12+00:00,LVM3-D2,6038,2018-089,False
2018-11-15T20:52:48+00:00,064/B1047.2,6039,2018-090,False
2018-11-16T18:14:24+00:00,N 15000-068,6040,2018-091,False
2018-11-17T09:07:12+00:00,2TRS2S1.9  (9),6041,2018-092,False
2018-11-18T18:00:00+00:00,Y53,6042,2018-093,False
2018-11-19T23:45:36+00:00,Y28,6043,2018-094,False
2018-11-21T01:40:48+00:00,VV13,6044,2018-095,False
2018-11-29T04:33:36+00:00,PSLV-C43,6049,2018-096,False
2018-11-30T02:24:00+00:00,492-3921-126/72529,6050,2018-097,False
2018-12-03T11:31:12+00:00,N 15000-067,6051,2018-098,False
2018-12-03T18:28:48+00:00,065/B1046.3,6052,2018-099,False
2018-12-04T20:38:24+00:00,VA246 (5104a),6053,2018-100,False
2018-12-05T18:14:24+00:00,066/B1050,6054,2018-101,False
2018-12-07T04:04:48+00:00,Y38,6055,2018-102,False
2018-12-07T18:28:48+00:00,Y30,6056,2018-103,False
2018-12-16T06:28:48+00:00,4,6057,2018-104,False
2018-12-19T10:33:36+00:00,GSLV-F11,6058,2018-105,False
2018-12-19T16:33:36+00:00,U 15000-009/133-10,6067,2018-106,False
2018-12-21T00:14:24+00:00,935-63/99565,6059,2018-107,False
2018-12-21T23:45:36+00:00,Y5,6060,2018-108,False
2018-12-23T13:55:12+00:00,067/B1054,6061,2018-109,False
2018-12-24T16:48:00+00:00,Y17,6062,2018-110,False
2018-12-27T02:09:36+00:00,Ya15000-003/122-06,6063,2018-111,False
2018-12-29T07:55:12+00:00,Y35,6064,2018-112,False
2019-01-10T17:16:48+00:00,Y56,6065,2019-001,False
2019-01-11T15:36:00+00:00,068/B1049.2,6066,2019-002,False
2019-01-15T00:28:48+00:00,3,6077,2019-F01,True
2019-01-18T00:43:12+00:00,E-4,6068,2019-003,False
2019-01-19T19:12:00+00:00,D4-38/D382,6076,2019-004,False
2019-01-21T05:45:36+00:00,Y6,6069,2019-005,False
2019-01-24T18:00:00+00:00,PSLV-C44,6070,2019-006,False
2019-02-05T00:00:00+00:00,None,6082,2019-F02,True
2019-02-05T21:07:12+00:00,VA247 (5106),6071,2019-007,False
2019-02-21T16:48:00+00:00,E 15000-024/112-07,6072,2019-008,False
2019-02-22T01:40:48+00:00,069/B1048.3,6073,2019-009,False
2019-02-27T21:36:00+00:00,U 15000-016/133-15,6074,2019-010,False
2019-03-02T07:55:12+00:00,070/B1051,6075,2019-011,False
2019-03-09T16:33:36+00:00,Y54,6078,2019-012,False
2019-03-14T19:12:00+00:00,Ya15000-070,6079,2019-013,False
2019-03-16T00:28:48+00:00,D4-39/D383,6080,2019-014,False
2019-03-22T01:55:12+00:00,VV14,6081,2019-015,False
2019-03-27T09:36:00+00:00,OS-M1,6096,2019-F03,True
2019-03-28T23:31:12+00:00,5,6083,2019-016,False
2019-03-31T15:50:24+00:00,Y44,6084,2019-017,False
2019-04-01T03:50:24+00:00,PSLV-C45,6085,2019-018,False
2019-04-04T11:02:24+00:00,Ya15000-036,6087,2019-019,False
2019-04-04T17:02:24+00:00,N 15000-017/133-17,6086,2019-020,False
2019-04-11T22:33:36+00:00,002/B1055.1,6088,2019-021,False
2019-04-17T20:52:48+00:00,2TRS2S1.10 (10),6089,2019-022,False
2019-04-20T14:38:24+00:00,Y59,6090,2019-023,False
2019-04-29T22:48:00+00:00,Y36,6091,2019-024,False
2019-05-04T06:43:12+00:00,071/B1056.1,6092,2019-025,False
2019-05-05T06:00:00+00:00,6,6093,2019-026,False
2019-05-17T15:50:24+00:00,Y16,6094,2019-027,False
2019-05-22T00:00:00+00:00,PSLV-C46,6097,2019-028,False
2019-05-22T22:48:00+00:00,Y23,6106,2019-F04,True
2019-05-24T02:24:00+00:00,072/B1049.3,6098,2019-029,False
2019-05-27T06:28:48+00:00,Ya15000-053/112-09,6099,2019-030,False
2019-05-30T17:45:36+00:00,935-69/99564,6100,2019-031,False
2019-06-05T04:04:48+00:00,Y1,6101,2019-032,False
2019-06-12T14:24:00+00:00,073/B1051.2,6102,2019-033,False
2019-06-20T21:36:00+00:00,VA248 (5107),6103,2019-034,False
2019-06-24T18:14:24+00:00,Y60,6104,2019-035,False
2019-06-25T06:28:48+00:00,003/B1057.1,6105,2019-036,False
2019-06-29T04:33:36+00:00,7,6107,2019-037,False
2019-07-05T05:45:36+00:00,Ya15000-002/122-04,6108,2019-038,False
2019-07-10T17:16:48+00:00,780-72 -004/005,6109,2019-039,False
2019-07-11T01:55:12+00:00,VV15,6122,2019-F05,True
2019-07-13T12:28:48+00:00,535-47/4L,6120,2019-040,False
2019-07-20T16:33:36+00:00,N 15000-069,6110,2019-041,False
2019-07-22T09:07:12+00:00,LVM3-M1,6111,2019-042,False
2019-07-25T05:02:24+00:00,Y1,6121,2019-043,False
2019-07-25T22:04:48+00:00,074/B1056.2,6112,2019-044,False
2019-07-26T03:50:24+00:00,Y37,6113,2019-045,False
2019-07-30T06:00:00+00:00,780-21 -117/1036,6114,2019-046,False
2019-07-31T12:14:24+00:00,N 15000-035,6115,2019-047,False
2019-08-05T21:50:24+00:00,935-64/99566,6116,2019-048,False
2019-08-06T19:26:24+00:00,VA249 (5109),6118,2019-049,False
2019-08-06T23:16:48+00:00,075/B1047.3,6117,2019-050,False
2019-08-08T10:19:12+00:00,AV-083,6119,2019-051,False
2019-08-17T04:04:48+00:00,Y1,6123,2019-052,False
2019-08-19T12:00:00+00:00,Y58,6124,2019-053,False
2019-08-19T12:14:24+00:00,8,6125,2019-054,False
2019-08-22T03:36:00+00:00,Ya15000-037,6150,2019-055,False
2019-08-22T13:12:00+00:00,D4-40/D384,6151,2019-056,False
2019-08-30T13:55:12+00:00,492-3921-129/72530,6152,2019-057,False
2019-08-30T23:45:36+00:00,Y10,6153,2019-058,False
2019-09-12T03:21:36+00:00,Y39,6149,2019-059,False
2019-09-19T06:43:12+00:00,Y7,6154,2019-060,False
2019-09-22T21:07:12+00:00,Y65,6155,2019-061,False
2019-09-24T16:04:48+00:00,H-IIB-F8,6156,2019-062,False
2019-09-25T00:57:36+00:00,Y43,6157,2019-063,False
2019-09-25T13:55:12+00:00,Ya15000-071,6158,2019-064,False
2019-09-26T07:40:48+00:00,780-72 -176/111-302,6159,2019-065,False
2019-10-04T18:57:36+00:00,Y33,6192,2019-066,False
2019-10-09T10:19:12+00:00,937-04/99573,6193,2019-067,False
2019-10-11T01:55:12+00:00,F44 /N51,6194,2019-068,False
2019-10-17T01:26:24+00:00,9,6195,2019-069,False
2019-10-17T15:21:36+00:00,Y57,6196,2019-070,False
2019-11-02T13:55:12+00:00,2TRS2S1.11 (11),6197,2019-071,False
2019-11-03T03:21:36+00:00,Y38,6198,2019-072,False
2019-11-04T17:45:36+00:00,Y61,6199,2019-073,False
2019-11-11T14:52:48+00:00,076/B1048.4,6202,2019-074,False
2019-11-13T03:36:00+00:00,Y11,6200,2019-075,False
2019-11-13T06:28:48+00:00,Y4,6201,2019-076,False
2019-11-17T10:04:48+00:00,Y7,6203,2019-077,False
2019-11-23T00:57:36+00:00,Y66,6204,2019-078,False
2019-11-25T17:45:36+00:00,780-21 -121/004,6205,2019-079,False
2019-11-26T21:21:36+00:00,VA250 (5108),6206,2019-080,False
2019-11-27T04:04:48+00:00,PSLV-C47,6207,2019-081,False
2019-11-27T23:45:36+00:00,Y24,6208,2019-082,False
2019-12-05T17:31:12+00:00,077/B1059,6209,2019-083,False
2019-12-06T08:24:00+00:00,10,6210,2019-084,False
2019-12-06T09:36:00+00:00,N 15000-034,6211,2019-085,False
2019-12-07T02:52:48+00:00,Y2,6212,2019-086,False
2019-12-07T08:52:48+00:00,Y12,6213,2019-087,False
2019-12-11T08:52:48+00:00,N 15000-046/112-10,6215,2019-088,False
2019-12-11T09:50:24+00:00,PSLV-C48,6214,2019-089,False
2019-12-16T07:26:24+00:00,Y67,6216,2019-090,False
