OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036AAE,2025-04-02T13:12:11.231136,14.18888044,.0097996,74.0651,35.7073,152.2524,324.6527,0,U,34760,999,83082,.88783E-3,.1915E-4,0
COSMOS 2251 DEB,1993-036AAF,2025-04-01T19:17:01.896288,14.36934608,.0039646,74.0265,112.1486,214.8912,144.9642,0,U,34761,999,83986,.855E-3,.2529E-4,0
COSMOS 2251 DEB,1993-036AAM,2025-04-02T09:31:51.787488,14.59194190,.0053799,74.0056,90.5512,319.0514,40.6616,0,U,34784,999,84823,.12047E-2,.577E-4,0
COSMOS 2251 DEB,1993-036AAR,2025-04-01T09:09:12.449376,15.49099583,.0050518,73.9553,138.0590,320.7531,39.0021,0,U,34788,999,87551,.17672E-2,.102313E-2,0
COSMOS 2251 DEB,1993-036AAT,2025-04-02T09:17:11.228928,14.23672034,.0101235,74.0555,341.2755,106.2735,12.9272,0,U,34790,999,82952,.12975E-2,.3098E-4,0
COSMOS 2251 DEB,1993-036AAV,2025-04-02T15:13:30.869184,14.53450465,.0013924,74.0189,290.9510,93.3450,327.9960,0,U,34792,999,83955,.17514E-2,.7286E-4,0
COSMOS 2251 DEB,1993-036AAW,2025-04-02T12:22:35.717952,14.38137746,.0052822,74.0054,359.8474,215.2847,200.1912,0,U,34793,999,83675,.41036E-3,.1238E-4,0
COSMOS 2251 DEB,1993-036AAZ,2025-04-01T03:03:38.924640,14.46995589,.0103743,74.0326,334.8892,141.4033,10.1137,0,U,34796,999,84328,.10151E-2,.3922E-4,0
COSMOS 2251 DEB,1993-036ABA,2025-04-02T14:05:49.552512,14.39878908,.0079142,73.9813,212.1157,22.4808,337.9782,0,U,34797,999,83754,.24352E-2,.792E-4,0
COSMOS 2251 DEB,1993-036ABC,2025-03-21T07:07:20.242848,13.47982403,.045264,73.9323,200.4288,284.1278,70.9938,0,U,34813,999,78062,.59606E-2,.6879E-4,0
COSMOS 2251 DEB,1993-036ABD,2025-04-02T05:15:33.664896,14.35463881,.0054583,73.8947,76.8704,14.0757,358.2582,0,U,34814,999,83679,.18436E-2,.5367E-4,0
COSMOS 2251 DEB,1993-036ABE,2025-04-02T13:41:05.355168,14.74437041,.0063401,74.0478,19.1797,158.6236,201.7608,0,U,34815,999,84877,.15195E-2,.10404E-3,0
COSMOS 2251 DEB,1993-036ABF,2025-04-02T13:58:35.103072,13.57764002,.0376403,73.8887,197.6238,307.7155,60.3947,0,U,34816,999,79333,.10895E-2,.122E-4,0
COSMOS 2251 DEB,1993-036ABH,2025-04-01T15:19:48.164160,14.36524562,.0025494,74.0364,45.8250,190.4466,343.1146,0,U,34818,999,83706,.49411E-3,.143E-4,0
COSMOS 2251 DEB,1993-036ABJ,2025-04-01T20:00:45.179136,14.59900021,.0018223,74.0192,270.9878,70.8318,352.6113,0,U,34819,999,84504,.23419E-2,.11229E-3,0
COSMOS 2251 DEB,1993-036ABN,2025-04-02T14:56:25.123200,14.53174499,.0159708,74.0422,222.5312,10.8021,349.6502,0,U,34823,999,84688,.81874E-3,.3984E-4,0
COSMOS 2251 DEB,1993-036ABP,2025-04-01T03:56:08.714400,14.45235398,.0021825,74.0241,265.1368,130.9382,229.3669,0,U,34845,999,83773,.59074E-3,.2051E-4,0
COSMOS 2251 DEB,1993-036ABQ,2025-04-02T13:12:17.412192,14.45452518,.0027343,74.0339,16.4036,153.1654,207.0926,0,U,34846,999,83729,.155E-2,.5462E-4,0
COSMOS 2251 DEB,1993-036ABR,2025-04-02T11:34:08.306976,15.55228027,.0037237,73.9963,174.4615,298.3591,61.3871,0,U,34847,999,64290,.24499E-2,.174483E-2,0
COSMOS 2251 DEB,1993-036ABW,2025-04-02T01:26:49.619328,14.36774730,.0016874,74.0352,11.2730,184.5787,175.5214,0,U,34852,999,83876,.22312E-3,.633E-5,0
COSMOS 2251 DEB,1993-036ABY,2025-04-02T07:16:20.675712,14.73796027,.0069153,74.0302,296.1276,114.2810,246.5607,0,U,34854,999,68130,.12617E-2,.8554E-4,0
COSMOS 2251 DEB,1993-036ACA,2025-04-01T16:53:27.812832,14.93955267,.0046621,74.0012,243.7144,83.0371,289.5083,0,U,34856,999,85290,.28341E-2,.30935E-3,0
COSMOS 2251 DEB,1993-036ACB,2025-04-02T12:35:23.250624,14.56319102,.0069168,74.0169,230.5957,56.3132,62.0514,0,U,34857,999,84197,.18777E-2,.8575E-4,0
COSMOS 2251 DEB,1993-036ACD,2025-04-02T13:09:55.658304,14.90875092,.0014806,74.0301,136.5196,315.5678,170.0373,0,U,34859,999,84547,.54013E-2,.53734E-3,0
COSMOS 2251 DEB,1993-036ACF,2025-04-02T08:19:36.664896,14.86545423,.0014765,74.0198,203.0941,336.2529,79.4194,0,U,34861,999,84295,.46985E-2,.41923E-3,0
COSMOS 2251 DEB,1993-036ACM,2025-04-02T06:51:55.138176,14.34835249,.0055292,74.0398,180.4627,270.1378,156.9391,0,U,34874,999,83393,.16426E-2,.4721E-4,0
COSMOS 2251 DEB,1993-036ACN,2025-04-01T18:22:50.621088,14.47890822,.0015654,74.0440,275.5066,104.8716,267.0090,0,U,34875,999,84064,.81506E-3,.2999E-4,0
COSMOS 2251 DEB,1993-036ACR,2025-04-01T18:40:46.640640,13.43782185,.043521,73.9613,91.7059,124.8785,45.2030,0,U,34878,999,77847,.79571E-3,.792E-5,0
COSMOS 2251 DEB,1993-036ACV,2025-04-02T10:38:40.043328,14.60960929,.0084313,74.0499,351.5442,185.5172,174.5075,0,U,34882,999,84810,.27848E-3,.1403E-4,0
COSMOS 2251 DEB,1993-036ACW,2025-04-01T12:00:14.676768,14.43087624,.0106209,74.2041,174.9009,67.7095,293.5282,0,U,34883,999,82748,.41164E-2,.14789E-3,0
COSMOS 2251 DEB,1993-036ACX,2025-04-02T13:51:51.442272,14.78143510,.0012633,74.0225,200.4685,348.1524,22.6083,0,U,34884,999,84037,.51051E-2,.37188E-3,0
COSMOS 2251 DEB,1993-036ACY,2025-04-02T14:46:27.893568,14.49807267,.0015626,74.0320,300.8230,94.1112,322.2762,0,U,34885,999,83794,.11803E-2,.4535E-4,0
COSMOS 2251 DEB,1993-036ACZ,2025-04-02T00:10:19.955424,15.14111307,.0058507,73.9621,0.8008,241.6051,117.9238,0,U,34886,999,59118,.17962E-2,.34258E-3,0
COSMOS 2251 DEB,1993-036ADC,2025-04-02T00:40:29.068608,14.92707753,.0012518,73.9963,214.2510,358.3698,124.0294,0,U,34907,999,84133,.60505E-2,.63075E-3,0
COSMOS 2251 DEB,1993-036ADD,2025-04-02T09:25:47.079264,14.36401554,.0042777,74.0571,130.6357,216.2790,155.3349,0,U,34908,999,83626,.8629E-3,.2529E-4,0
COSMOS 2251 DEB,1993-036ADE,2025-04-02T14:59:55.326624,14.75511439,.0087385,74.0149,215.1270,53.8504,307.0714,0,U,34909,999,63101,.98645E-3,.7119E-4,0
COSMOS 2251 DEB,1993-036ADF,2025-04-01T03:02:39.757056,13.37210364,.0470965,73.8743,144.6372,306.7160,77.9306,0,U,34910,999,78107,.14663E-2,.1425E-4,0
COSMOS 2251 DEB,1993-036ADG,2025-04-02T04:55:10.663392,14.58885407,.0085408,74.0438,9.6536,201.4292,309.7155,0,U,34911,999,84874,.2337E-3,.1119E-4,0
